Playlist,10,20,50,100
Women of Pop,0.06123,0.113181818,0.157934,0.2133395
Mellow Bars,0.02,0.07,0.087886905,0.107886905
Piano in the Background,0.03486,0.212857143,0.2776534,0.3288742
Mood Booster,0.06,0.07,0.08,0.1
Salsa Hits_ Los 90s,0.26,0.31974359,0.337714,0.42119634
Country's Greatest Hits_  The '60s,0.06,0.075,0.085,0.105
Guilty Pleasures,0.06,0.07,0.08,0.107304029
Indie Workout,0.06,0.07,0.08,0.101298701
Made in Chile,0.035573,0.1,0.11,0.13
Cool Down,0.065677,0.186666667,0.2433845,0.2998465
80s Rock Anthems,0.06,0.075882353,0.091422845,0.154432845
Get Turnt,0.061,0.182856,0.33562,0.66431
All Out 90s,0.06,0.07,0.087022809,0.110820277
Country's Greatest Hits_  The '80s,0.126666667,0.156666667,0.1922091,0.31445231
80s Hard Rock,0.04734,0.104848485,0.14788934,0.1883753
Alternative 10s,0.049779,0.07,0.082040816,0.102040816
Feel-Good Indie Rock,0.0385599,0.076666667,0.091111111,0.114725569
Pop Sauce,0.069090909,0.079090909,0.101340909,0.125736513
Autumn Leaves,0.06,0.07,0.083846154,0.110918114
Deep Dark Indie,0.0693557,0.086666667,0.1243256,0.1678934
One-Hit Wonders,0.0697465,0.084285714,0.094285714,0.1198864
Alternative 90s,0.056886,0.084285714,0.094285714,0.121165273
Soft Pop Hits,0.26,0.27,0.28,0.3
Country's Greatest Hits_  The '70's,0.074285714,0.084285714,0.100737327,0.129919586
Latin Pride,0.057789,0.103333333,0.113333333,0.133333333
One More Rep,0.0725,0.0825,0.0925,0.114798851
A Perfect Day,0.0354,0.081111111,0.091111111,0.113216374
Happy Folk,0.1,0.11,0.127894737,0.153157895
K-Hip-Hop Beats,0.06,0.07,0.08,0.103315789
The Most Beautiful Songs in the World,0.07,0.08952381,0.09952381,0.11952381
Low-Key,0.06,0.07,0.08,0.101851852
70s Rock Anthems,0.0469975,0.074761905,0.091658456,0.111658456
Wake Up Happy,0.16,0.18,0.196818182,0.216818182
Contemporary Blend,0.06,0.07,0.082040816,0.102040816
Retro Pop,0.06,0.07,0.08,0.1
Adrenaline Workout,0.06,0.07,0.092347826,0.116097826
Workday_ Pop,0.0800274,0.155555556,0.218023088,0.238023088
Hard Rock Workout,0.06,0.077142857,0.087142857,0.10974026
Chill Instrumental Beats,0.08,0.17,0.18,0.2
Lush Lofi,0.13,0.27,0.310350496,0.330350496
Country's Greatest Hits_  The '50s,0.043378,0.07,0.091253561,0.119968942
Punk Rock Workout,0.226190476,0.274652015,0.338731,0.37882475
NTC_ Studio Sounds,0.069090909,0.079090909,0.10883453,0.1346356
All Out 00s,0.04795,0.077142857,0.095838509,0.1183364
Your Favorite Coffeehouse,0.11,0.130526316,0.140526316,0.164635905
Infinite Acoustic,0.0609805,0.106764706,0.135109533,0.160544316
Swagger,0.07,0.08,0.09,0.118333333
The GRAMMYs Official Playlist,0.10206,0.18366,0.369225,0.415622
All Out 80s,0.0862,0.259124,0.3028345,0.3877546
New Music Friday,0.138571429,0.168571429,0.193309,0.2443355
Pumping Iron,0.128181818,0.138181818,0.148181818,0.171515152
Country's Greatest Hits_  The '90s,0.06,0.07,0.083125,0.114577
Alternative 00s,0.094278,0.198571429,0.215714286,0.235714286
Grime Shutdown,0.0580765,0.103333333,0.128154762,0.154934423
Rap UK,0.069090909,0.112122583,0.122122583,0.142122583
Alternative 80s,0.069090909,0.079090909,0.097424242,0.120757576
Stay Wild,0.039881,0.07,0.082040816,0.102040816
Abuela's Mix,0.145,0.17,0.187142857,0.21047619
Rockin' Vibes,0.098181818,0.108181818,0.118181818,0.138181818
You & Me,0.139965,0.212222222,0.222222222,0.248472222
Young & Free,0.05,0.07,0.08,0.1
It's ALT Good!,0.11,0.12,0.138695652,0.16435603
90s Pop Rock Essentials,0.06,0.077692308,0.11711655,0.14960525
Bedroom Pop,0.06,0.07,0.08,0.1
2000s Smash Hits,0.025779765,0.086666667,0.21311645,0.2991234
Nike Running Tempo Mix,0.06,0.07,0.08,0.1
Extreme Metal Workout,0.062245,0.230515873,0.257757252,0.32946511
Pop Chile,0.093333333,0.12,0.136122449,0.18337463
NTC_ Gym Strong,0.05,0.08,0.1002234,0.141231
Good Vibes,0.04935,0.070567,0.139345,0.274568
Soak Up the Sun,0.08,0.09,0.1,0.123225806
Songs to Sing in the Car,0.067793,0.120013418,0.135449928,0.183375
EDM Workout,0.1592654,0.274652015,0.301794872,0.331005398
G.O.O.D. Music,0.069090909,0.079090909,0.096498316,0.1334924
LA Pops,0.06,0.077142857,0.095838509,0.115838509
Soul Coffee,0.11,0.130526316,0.1720372,0.2990345
Alternative 60s,0.085,0.106764706,0.135109533,0.160544316
NTC_ High Intensity Training Tracks,0.07,0.08,0.09,0.118333333
Off the Strength,0.00432,0.005880952,0.017949918,0.037949918
Pop Rising,0.13824,0.2564368,0.275784,0.34713
Early Alternative,0.138571429,0.168571429,0.178571429,0.203699634
I Love My '90s Hip-Hop,0.05984264,0.138181818,0.148181818,0.171515152
Orgullo Afro-Latino,0.06,0.07,0.083125,0.103125
Mega Hit Mix,0.071973,0.198571429,0.215714286,0.235714286
80s Smash Hits,0.0499643,0.103333333,0.128154762,0.154934423
La Troca,0.069090909,0.112122583,0.122122583,0.142122583
Feelin' Good,0.027786,0.0824225,0.097424242,0.120757576
Songs to Sing in the Shower,0.06,0.07,0.082040816,0.102040816
Grime Instrumentals,0.16,0.17,0.187142857,0.21047619
LatinX Indie,0.098181818,0.108181818,0.118181818,0.138181818
Most Necessary,0.11863,0.212222222,0.222222222,0.248472222
Latinos Unidos,0.06,0.07,0.082040816,0.102040816
Alternative Hip Hop,0.16,0.17,0.187142857,0.21047619
Acoustic Covers,0.098181818,0.108181818,0.118181818,0.138181818
